KomisiDPRD|SKPD|KodeRekening|Program|Pagu|Tambah|Kurang|HasilPembahasan
2070|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN PULO 05 PG|0|500.000.000|0|500.000.000
2071|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN RAWA BARAT 06 PT|0|500.000.000|0|500.000.000
2072|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN RAWA BARAT 07 PG|0|500.000.000|0|500.000.000
2073|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN RAWA BARAT 08 PT|0|500.000.000|0|500.000.000
2074|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN RAWA BARAT 09 PG|0|500.000.000|0|500.000.000
2075|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN SETIABUDI 01 PG|0|500.000.000|0|500.000.000
2076|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET BARAT 01 PAGI|0|500.000.000|0|500.000.000
2077|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET BARAT 03 PAGI|0|500.000.000|0|500.000.000
2078|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET BARAT 05 PAGI|0|500.000.000|0|500.000.000
2079|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET BARAT 06 PETANG|0|500.000.000|0|500.000.000
2080|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET BARAT 07 PAGI|0|500.000.000|0|500.000.000
2081|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 01 PAGI|0|500.000.000|0|500.000.000
2082|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 03 PAGI|0|500.000.000|0|500.000.000
2083|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 07 PAGI|0|500.000.000|0|500.000.000
2084|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 11 PAGI|0|500.000.000|0|500.000.000
2085|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 13 PAGI|0|500.000.000|0|500.000.000
2086|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 17 PAGI|0|500.000.000|0|500.000.000
2087|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Education SDN TEBET TIMUR 20 PAGI|0|500.000.000|0|500.000.000
2088|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Educationa SDN PEJATEN TIMUR 01 PG|0|500.000.000|0|500.000.000
2089|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Educationa SDN TEBET TIMUR 18 PAGI|0|500.000.000|0|500.000.000
2090|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Pengenalan Science Engineering Technology Mhat (STEM) Educationa SDN TEBET TIMUR 19 PAGI|0|500.000.000|0|500.000.000
2091|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Bahasa Indonesia Tematik untuk SDN|0|2.250.000.000|0|2.250.000.000
2092|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Basic Sensor untuk SMP|0|2.250.000.000|0|2.250.000.000
2093|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Edukatif IPS Tingkat SD|0|1.500.000.000|0|1.500.000.000
2094|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga IPA Terpadu SMP|0|2.250.000.000|0|2.250.000.000
2095|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Kebayoran Baru|0|3.000.000.000|0|3.000.000.000
2096|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Mampang Prapatan|0|0|0|0
2097|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Pancoran|0|0|0|0
2098|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Pasar Minggu|0|0|0|0
2099|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Setiabudi|0|3.000.000.000|0|3.000.000.000
2100|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Praktikum Matematika Bangun Geometri SMP Kecamatan Tebet|0|0|0|0
2101|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Sains IPA Berbasis TIK untuk SMP|0|3.500.000.000|0|3.500.000.000
2102|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Peraga Tematik Matematika untuk SD|0|1.500.000.000|0|1.500.000.000
2103|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Kebayoran Baru|0|4.996.080.000|0|4.996.080.000
2104|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Mampang Perapatan|0|4.996.080.000|0|4.996.080.000
2105|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Pancoran|0|4.996.080.000|0|4.996.080.000
2106|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Pasar Minggu|0|4.996.080.000|0|4.996.080.000
2107|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Setiabudi|0|4.996.080.000|0|4.996.080.000
2108|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SDN Kec. Tebet|0|4.996.080.000|0|4.996.080.000
2109|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMAN|0|3.608.280.000|0|3.608.280.000
2110|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMKN|0|2.775.600.000|0|2.775.600.000
2111|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Kebayoran Baru|0|1.942.920.000|0|1.942.920.000
2112|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Mampang Perapatan|0|1.387.800.000|0|1.387.800.000
2113|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Pancoran|0|1.110.240.000|0|1.110.240.000
2114|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Pasar Minggu|0|2.220.480.000|0|2.220.480.000
2115|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Setiabudi|0|1.110.240.000|0|1.110.240.000
2116|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Percepatan Peningkatan Mutu Pembelajaran E Smart Teacher Education untuk SMPN Kec. Tebet|0|1.665.360.000|0|1.665.360.000
2117|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 19|0|3.000.000.000|0|3.000.000.000
2118|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 212|0|3.000.000.000|0|3.000.000.000
2119|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 218|0|3.000.000.000|0|3.000.000.000
2120|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 227|0|3.000.000.000|0|3.000.000.000
2121|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 238|0|3.000.000.000|0|3.000.000.000
2122|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 240|0|3.000.000.000|0|3.000.000.000
2123|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 247|0|3.000.000.000|0|3.000.000.000
2124|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 250|0|3.000.000.000|0|3.000.000.000
2125|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 265|0|3.000.000.000|0|3.000.000.000
2126|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 29|0|3.000.000.000|0|3.000.000.000
2127|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 3|0|3.000.000.000|0|3.000.000.000
2128|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 30|0|3.000.000.000|0|3.000.000.000
2129|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 33|0|3.000.000.000|0|3.000.000.000
2130|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 35|0|3.000.000.000|0|3.000.000.000
2131|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 41|0|3.000.000.000|0|3.000.000.000
2132|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 43|0|3.000.000.000|0|3.000.000.000
2133|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 46|0|3.000.000.000|0|3.000.000.000
2134|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 56|0|3.000.000.000|0|3.000.000.000
2135|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 57|0|3.000.000.000|0|3.000.000.000
2136|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 58|0|3.000.000.000|0|3.000.000.000
2137|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 67|0|3.000.000.000|0|3.000.000.000
2138|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 73|0|3.000.000.000|0|3.000.000.000
2139|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Scanner dan Printer 3D SMPN 87|0|3.000.000.000|0|3.000.000.000
2140|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 26|0|2.100.000.000|0|2.100.000.000
2141|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 28|0|2.100.000.000|0|2.100.000.000
2142|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 3|0|2.100.000.000|0|2.100.000.000
2143|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 37|0|2.100.000.000|0|2.100.000.000
2144|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 43|0|2.100.000.000|0|2.100.000.000
2145|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 46|0|2.100.000.000|0|2.100.000.000
2146|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 55|0|2.100.000.000|0|2.100.000.000
2147|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 6|0|2.100.000.000|0|2.100.000.000
2148|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 60|0|2.100.000.000|0|2.100.000.000
2149|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 70|0|2.100.000.000|0|2.100.000.000
2150|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 79|0|2.100.000.000|0|2.100.000.000
2151|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 8|0|2.100.000.000|0|2.100.000.000
2152|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA 82|0|2.100.000.000|0|2.100.000.000
2153|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA Kec. Kebayoran Baru|0|0|0|0
2154|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA Kec. Mampang Prapatan|0|0|0|0
2155|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA Kec. Pasar Minggu|0|0|0|0
2156|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA Kec. Setiabudi|0|0|0|0
2157|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Biologi untuk SMA Kec. Tebet|0|0|0|0
2158|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 26|0|2.100.000.000|0|2.100.000.000
2159|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 28|0|2.100.000.000|0|2.100.000.000
2160|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 3|0|2.100.000.000|0|2.100.000.000
2161|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 37|0|2.100.000.000|0|2.100.000.000
2162|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 43|0|2.100.000.000|0|2.100.000.000
2163|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 46|0|2.100.000.000|0|2.100.000.000
2164|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 55|0|2.100.000.000|0|2.100.000.000
2165|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 6|0|2.100.000.000|0|2.100.000.000
2166|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 60|0|2.100.000.000|0|2.100.000.000
2167|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 70|0|2.100.000.000|0|2.100.000.000
2168|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 79|0|2.100.000.000|0|2.100.000.000
2169|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 82|0|2.100.000.000|0|2.100.000.000
2170|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA 82|0|2.100.000.000|0|2.100.000.000
2171|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA Kec. Kebayoran Baru|0|0|0|0
2172|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA Kec. Mampang Prapatan|0|0|0|0
2173|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA Kec. Pasar Minggu|0|0|0|0
2174|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA Kec. Setiabudi|0|0|0|0
2175|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Alat Virtual 4 Dimensi Geografi untuk SMA Kec. Tebet|0|0|0|0
2176|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Aplikasi Master Learning Sebagai Media Pembelanjaran Digital Berbasis pada Informasi dan Teknologi untuk SMU/SMK|0|0|0|0
2177|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Bangku Istirahat Siswa SD/SMP|0|1.500.000.000|0|1.500.000.000
2178|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Buku Perpustakaan untuk Sekolah Dasar|0|2.200.000.000|0|2.200.000.000
2179|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Buku Perpustakaan untuk Sekolah Menengah Atas (SMA)|0|200.000.000|0|200.000.000
2180|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Buku Perpustakaan untuk Sekolah Menengah Kejuruan (SMK)|0|200.000.000|0|200.000.000
2181|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Buku Perpustakaan untuk Sekolah Menengah Pertama|0|1.000.000.000|0|1.000.000.000
2182|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan CCTV untuk SMPN|0|750.000.000|0|750.000.000
2183|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 26|0|3.000.000.000|0|3.000.000.000
2184|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 28|0|3.000.000.000|0|3.000.000.000
2185|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 3|0|3.000.000.000|0|3.000.000.000
2186|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 37|0|3.000.000.000|0|3.000.000.000
2187|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 43|0|3.000.000.000|0|3.000.000.000
2188|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 46|0|3.000.000.000|0|3.000.000.000
2189|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 55|0|3.000.000.000|0|3.000.000.000
2190|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 6|0|3.000.000.000|0|3.000.000.000
2191|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 60|0|3.000.000.000|0|3.000.000.000
2192|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 70|0|3.000.000.000|0|3.000.000.000
2193|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 79|0|3.000.000.000|0|3.000.000.000
2194|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 8|0|3.000.000.000|0|3.000.000.000
2195|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMA NEGERI 82|0|3.000.000.000|0|3.000.000.000
2196|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMK NEGERI 15|0|3.000.000.000|0|3.000.000.000
2197|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMK NEGERI 25|0|3.000.000.000|0|3.000.000.000
2198|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMK NEGERI 29|0|3.000.000.000|0|3.000.000.000
2199|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 104|0|2.975.000.000|0|2.975.000.000
2200|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 107|0|2.975.000.000|0|2.975.000.000
2201|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 115|0|2.975.000.000|0|2.975.000.000
2202|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 124|0|2.975.000.000|0|2.975.000.000
2203|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 141|0|2.975.000.000|0|2.975.000.000
2204|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 145|0|2.975.000.000|0|2.975.000.000
2205|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 154|0|2.925.000.000|0|2.925.000.000
2206|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 155|0|2.975.000.000|0|2.975.000.000
2207|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 163|0|2.975.000.000|0|2.975.000.000
2208|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 182|0|2.975.000.000|0|2.975.000.000
2209|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 212|0|2.975.000.000|0|2.975.000.000
2210|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 218|0|2.975.000.000|0|2.975.000.000
2211|E|1.01.037 Sudin Pendidikan II - JAKSEL|1.01.037 xx xxx|Pengadaan Collaboration Active Classroom SMP NEGERI 227|0|2.975.000.000|0|2.975.000.000
